player_id,game_id,session_duration_hours,money_spent,age,avg_bet_amount,company,rtp
343,10,1.34,26.61,20,19.83,Microgaming,0.9322
356,10,1.03,53.05,54,51.5,Microgaming,0.9322
356,10,3.5,180.18,54,51.5,Microgaming,0.9322
359,10,3.76,85.5,24,22.76,Microgaming,0.9322
359,10,1.36,30.89,24,22.76,Microgaming,0.9322
364,10,1.77,39.13,45,22.12,Microgaming,0.9322
365,10,4.2,335.1,60,79.82,Microgaming,0.9322
366,10,5.18,164.03,31,31.69,Microgaming,0.9322
376,10,2.04,7.66,28,3.75,Microgaming,0.9322
376,10,3.26,12.24,28,3.75,Microgaming,0.9322
376,10,2.08,7.79,28,3.75,Microgaming,0.9322
376,10,2.25,8.45,28,3.75,Microgaming,0.9322
379,10,1.35,38.8,26,28.8,Microgaming,0.9322
381,10,0.93,36.62,40,39.4,Microgaming,0.9322
391,10,0.84,68.43,61,81.14,Microgaming,0.9322
395,10,2.98,161.04,67,54.13,Microgaming,0.9322
397,10,3.09,17.85,20,5.77,Microgaming,0.9322
397,10,4.07,23.47,20,5.77,Microgaming,0.9322
397,10,2.11,12.17,20,5.77,Microgaming,0.9322
399,10,5.39,225.28,67,41.8,Microgaming,0.9322
403,10,3.5,264.61,61,75.53,Microgaming,0.9322
404,10,1.99,176.03,51,88.25,Microgaming,0.9322
409,10,3.67,358.42,62,97.57,Microgaming,0.9322
409,10,4.32,421.8,62,97.57,Microgaming,0.9322
411,10,1.3,35.87,42,27.58,Microgaming,0.9322
411,10,2.57,70.8,42,27.58,Microgaming,0.9322
414,10,4.05,237.22,68,58.63,Microgaming,0.9322
414,10,0.73,43.08,68,58.63,Microgaming,0.9322
418,10,2.28,31.2,26,13.69,Microgaming,0.9322
419,10,4.24,394.61,60,93.16,Microgaming,0.9322
429,10,0.64,32.88,54,51.4,Microgaming,0.9322
430,10,1.13,56.47,64,50.17,Microgaming,0.9322
432,10,3.9,119.62,56,30.69,Microgaming,0.9322
432,10,2.19,67.09,56,30.69,Microgaming,0.9322
432,10,1.28,39.14,56,30.69,Microgaming,0.9322
433,10,2.33,106.74,55,45.77,Microgaming,0.9322
433,10,4.95,226.69,55,45.77,Microgaming,0.9322
433,10,2.03,93.13,55,45.77,Microgaming,0.9322
433,10,3.99,182.69,55,45.77,Microgaming,0.9322
436,10,5.21,65.3,27,12.54,Microgaming,0.9322
437,10,2.91,244.11,60,84.0,Microgaming,0.9322
438,10,4.85,383.33,60,79.05,Microgaming,0.9322
438,10,4.57,361.22,60,79.05,Microgaming,0.9322
442,10,5.1,113.17,45,22.21,Microgaming,0.9322
444,10,1.17,25.37,42,21.6,Microgaming,0.9322
444,10,5.21,112.58,42,21.6,Microgaming,0.9322
445,10,3.35,81.26,40,24.22,Microgaming,0.9322
445,10,3.38,81.93,40,24.22,Microgaming,0.9322
445,10,3.82,92.42,40,24.22,Microgaming,0.9322
445,10,4.3,104.22,40,24.22,Microgaming,0.9322
451,10,2.58,135.7,63,52.62,Microgaming,0.9322
451,10,5.31,279.45,63,52.62,Microgaming,0.9322
452,10,3.85,177.64,30,46.12,Microgaming,0.9322
459,10,1.9,97.54,62,51.46,Microgaming,0.9322
459,10,5.39,277.61,62,51.46,Microgaming,0.9322
462,10,4.13,129.29,32,31.34,Microgaming,0.9322
465,10,1.1,28.85,23,26.12,Microgaming,0.9322
465,10,1.98,51.82,23,26.12,Microgaming,0.9322
465,10,0.76,19.8,23,26.12,Microgaming,0.9322
465,10,5.33,139.1,23,26.12,Microgaming,0.9322
466,10,2.61,17.68,28,6.78,Microgaming,0.9322
467,10,2.86,132.87,41,46.46,Microgaming,0.9322
471,10,4.43,101.01,23,22.81,Microgaming,0.9322
476,10,2.65,70.71,26,26.69,Microgaming,0.9322
482,10,3.39,69.24,25,20.44,Microgaming,0.9322
482,10,4.69,95.93,25,20.44,Microgaming,0.9322
491,10,2.44,61.24,44,25.1,Microgaming,0.9322
491,10,3.58,89.95,44,25.1,Microgaming,0.9322
491,10,2.09,52.56,44,25.1,Microgaming,0.9322
491,10,4.64,116.51,44,25.1,Microgaming,0.9322
491,10,4.1,102.83,44,25.1,Microgaming,0.9322
491,10,1.75,44.03,44,25.1,Microgaming,0.9322
492,10,3.3,86.13,28,26.06,Microgaming,0.9322
496,10,2.87,36.82,25,12.85,Microgaming,0.9322
497,10,0.6,44.83,59,75.31,Microgaming,0.9322
498,10,4.17,127.65,44,30.62,Microgaming,0.9322
498,10,4.5,137.69,44,30.62,Microgaming,0.9322
0,31,1.72,77.3,37,45.01,Playtech,0.9358
0,31,3.63,163.5,37,45.01,Playtech,0.9358
0,31,3.95,177.93,37,45.01,Playtech,0.9358
0,31,2.45,110.47,37,45.01,Playtech,0.9358
0,31,1.94,87.45,37,45.01,Playtech,0.9358
2,31,1.31,66.29,53,50.78,Playtech,0.9358
2,31,1.81,92.04,53,50.78,Playtech,0.9358
5,31,4.11,112.18,47,27.32,Playtech,0.9358
8,31,3.53,67.02,28,19.01,Playtech,0.9358
13,31,3.26,123.92,65,38.05,Playtech,0.9358
16,31,5.17,263.05,69,50.91,Playtech,0.9358
17,31,1.69,164.32,66,97.47,Playtech,0.9358
18,31,1.37,70.17,64,51.2,Playtech,0.9358
21,31,2.01,63.73,36,31.66,Playtech,0.9358
21,31,4.86,153.74,36,31.66,Playtech,0.9358
23,31,3.04,93.03,61,30.65,Playtech,0.9358
25,31,1.93,58.07,53,30.08,Playtech,0.9358
29,31,0.85,82.06,67,96.62,Playtech,0.9358
29,31,1.11,107.04,67,96.62,Playtech,0.9358
29,31,0.98,94.63,67,96.62,Playtech,0.9358
29,31,1.52,146.9,67,96.62,Playtech,0.9358
35,31,4.87,185.85,49,38.2,Playtech,0.9358
39,31,1.27,61.68,52,48.5,Playtech,0.9358
42,31,1.18,71.33,65,60.65,Playtech,0.9358
57,31,1.86,16.86,28,9.05,Playtech,0.9358
59,31,2.55,105.44,51,41.4,Playtech,0.9358
60,31,1.55,71.21,64,45.91,Playtech,0.9358
66,31,4.19,331.96,51,79.28,Playtech,0.9358
68,31,2.66,11.86,28,4.45,Playtech,0.9358
81,31,3.13,5.75,24,1.84,Playtech,0.9358
81,31,4.89,9.0,24,1.84,Playtech,0.9358
82,31,3.36,22.47,22,6.69,Playtech,0.9358
82,31,1.33,8.9,22,6.69,Playtech,0.9358
85,31,1.23,60.41,36,49.23,Playtech,0.9358
86,31,0.97,39.07,45,40.34,Playtech,0.9358
93,31,2.02,26.59,20,13.14,Playtech,0.9358
93,31,1.41,18.48,20,13.14,Playtech,0.9358
98,31,2.16,56.74,18,26.31,Playtech,0.9358
103,31,4.35,68.5,20,15.76,Playtech,0.9358
103,31,3.88,61.2,20,15.76,Playtech,0.9358
104,31,4.37,414.64,70,94.89,Playtech,0.9358
104,31,3.82,362.51,70,94.89,Playtech,0.9358
107,31,3.99,397.31,61,99.55,Playtech,0.9358
108,31,1.54,67.67,31,44.0,Playtech,0.9358
110,31,4.25,16.48,21,3.88,Playtech,0.9358
